pos,variable,label,col_type,missing,value_labels
213,PSR_at6,Remission of positive symptoms by/at month 3/6,dbl+lbl,299,"c(`no remission` = 0, remission = 1)"
214,NSR_at6,Remission of Negative symptoms by/at month 3/6,dbl+lbl,210,"c(`no remission` = 0, remission = 1)"
215,JSR_at6,Joint remission of positive and negative symptoms by/at month 3/6,dbl+lbl,189,"c(`no remission` = 0, remission = 1)"
216,PSR,"Remission of positive, negative or both positive and negative symptoms at month24 with 6 month criteria",dbl+lbl,368,"c(`no remission` = 0, remission = 1)"
217,NSR,"Remission of positive, negative or both positive and negative symptoms at month24 with 6 month criteria",dbl+lbl,352,"c(`no remission` = 0, remission = 1)"
218,JSR,"Remission of positive, negative or both positive and negative symptoms at month24 with 6 month criteria",dbl+lbl,341,"c(`no remission` = 0, remission = 1)"
219,FR,"Functional remission status at month 24, with 1-year criteria",dbl+lbl,410,"c(`no remission` = 0, remission = 1)"
220,RECOV,Recovery status at month 24,dbl+lbl,327,"c(`no recovery` = 0, recovery = 1)"
221,comp_0,Antipsychotic treatment adherence (%),dbl+lbl,136,"c(never = 0, `very infrequent` = 25, sometimes = 50, `quite often` = 75, missing = 77, `not applicable` = 99, always = 100)"
222,comp_1,Antipsychotic treatment adherence (%),dbl+lbl,329,"c(never = 0, `very infrequently` = 25, sometimes = 50, `quite often` = 75, `not applicable` = 99, always = 100, missing = 999)"
223,comp_2,Antipsychotic treatment adherence (%),dbl+lbl,252,"c(`never - 0%` = 0, `very infrequently - 25%` = 25, `sometimes - 50%` = 50, `quite often - 75%` = 75, `no information` = 77, `not applicable` = 99, `always - 100%` = 100)"
224,comp_3,Antipsychotic treatment adherence (%),dbl+lbl,184,"c(`never - 0%` = 0, `very infrequently = 25%` = 25, `sometimes - 50%` = 50, `quite often - 75%` = 75, `no information` = 77, `not applicable` = 99, `always - 100%` = 100)"
225,comp_6,Antipsychotic treatment adherence (%),dbl+lbl,216,"c(never = 0, `very infrequently` = 25, sometimes = 50, `quite often` = 75, `not applicable` = 99, always = 100, missing = 999)"
226,comp_9,Antipsychotic treatment adherence (%),dbl+lbl,304,"c(never = 0, `very infrequently` = 25, sometimes = 50, `quite often` = 75, `not applicable` = 99, always = 100, missing = 999)"
227,comp_12,Antipsychotic treatment adherence (%),dbl+lbl,293,"c(never = 0, `very infrequently` = 25, sometimes = 50, `quite often` = 75, Missing = 77, `not applicable` = 99, always = 100)"
228,comp_18,Antipsychotic treatment adherence (%),dbl+lbl,332,"c(never = 0, `very infrequently` = 25, sometimes = 50, `quite often` = 75, missing = 77, `not applicable` = 99, always = 100)"
229,comp_24,Antipsychotic treatment adherence (%),dbl+lbl,404,"c(never = 0, `very infrequently` = 25, sometimes = 50, `quite often` = 75, `not applicable` = 99, always = 100, missing = 999)"
230,CPZ_0,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,187,NULL
231,CPZ_1,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,324,NULL
232,CPZ_2,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,242,NULL
233,CPZ_3,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,210,NULL
234,CPZ_6,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,224,NULL
235,CPZ_9,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,280,NULL
236,CPZ_12,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,253,NULL
237,CPZ_18,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,289,NULL
238,CPZ_24,"Chlorpromazine equivalents - Leuch et al., (2014)",dbl,314,NULL
239,CPZw_0,Chlorpromazine equivalents weighted by treatment adherence,dbl,189,NULL
240,CPZw_1,Chlorpromazine equivalents weighted by treatment adherence,dbl,325,NULL
241,CPZw_2,Chlorpromazine equivalents weighted by treatment adherence,dbl,242,NULL
242,CPZw_3,Chlorpromazine equivalents weighted by treatment adherence,dbl,211,NULL
243,CPZw_6,Chlorpromazine equivalents weighted by treatment adherence,dbl,224,NULL
244,CPZw_9,Chlorpromazine equivalents weighted by treatment adherence,dbl,280,NULL
245,CPZw_12,Chlorpromazine equivalents weighted by treatment adherence,dbl,254,NULL
246,CPZw_18,Chlorpromazine equivalents weighted by treatment adherence,dbl,290,NULL
247,CPZw_24,Chlorpromazine equivalents weighted by treatment adherence,dbl,315,NULL
248,datedue1,Due date 1 month sx assessment,date,346,NULL
249,datedue2,Due date for 2 month sx assessment,date,271,NULL
250,datedue3,Due date for 3 mo sx assessment,date,176,NULL
251,datedue6,Due date for 6 mo sx assessment,date,196,NULL
252,datedue9,Due date 9 month sx assessment,date,282,NULL
253,datedue12,Due date 12 mo sx assessment,date,287,NULL
254,datedue18,Due date of 18 m sx assessment,date,320,NULL
255,datedue24,Due date 24 mo sx assessment,date,361,NULL
256,dsfs_0,NA,date,88,NULL
257,dsfs_1,Date of 1 month symptom and functionning scales,date,438,NULL
258,dsfs_2,Date of 2 month symptom functionning scales,date,353,NULL
259,dsfs_3,Date of 3 month symptom and functionning scales,date,262,NULL
260,dsfs_6,Date of 6 month symptom functionning scales,date,306,NULL
261,dsfs_9,Date of 9 month symptom and functionning scales,date,388,NULL
262,dsfs_12,Date of 12 month symptom and functionning scales,date,357,NULL
263,dsfs_18,Date of 18 month symptom and functionning scales,date,416,NULL
264,dsfs_24,Date of 24 month symptom and functionning scales,date,475,NULL
265,pa1,Childhood sociability and withdrawl,dbl+lbl,369,"c(`Not withdrawn,seeks out social contacts` = 0, `mild withdrawal` = 2, `moderately withdrawn` = 4, `Unrelated to others,withdrawn and isolated` = 6, `Missing data` = 77)"
266,pa2,Childhood peer relationships,dbl+lbl,371,"c(`Many friends(more than 5),close relationships` = 0, `2-5 friends` = 1, `Close relationships with a few friends(1-2)` = 2, `Only casual friends` = 3, `Deviant friendship patterns` = 4, `Social isolate,no friends` = 6, `Missing data` = 77)"
267,pa3,Childhood scholastic performance,dbl+lbl,374,"c(`Exellent student(straight A)` = 0, `A and B,likely to pursue pst-secondary studies` = 1, `Good student(B -- post-secondary)` = 2, `Average student(B and C)` = 3, `Fair student (C)` = 4, `Failing some classes` = 5, `Failing all classes` = 6, `Missing data` = 77)"
268,pa4,Childhood adaptation to school,dbl+lbl,372,"c(`Good adaptation, enjoys school` = 0, `Like school, few discipline problems` = 1, `Faire adaptation,occasional discipline problems` = 2, `Sometimes truant` = 3, `Poor adaptation,dislikes school,frequent truancy` = 4, `Expelled from school` = 5, `Refuses to have anything to do with school-delinquency` = 6, `Missing data` = 77)"
269,pa5,Early adolescence sociability and withdrawl,dbl+lbl,377,"c(`Not withdrawn,seeks out social contacts` = 0, `mild withdrawal` = 2, `moderately withdrawn` = 4, `Unrelated to others,withdrawn and isolated` = 6)"
270,pa6,Early adolescence peer relationships,dbl+lbl,377,"c(`Many friends(more than 5),close relationships` = 0, `2-5 friends` = 1, `Close relationships with a few friends(1-2)` = 2, `Only casual friends` = 3, `Deviant friendship patterns` = 4, `Social isolate,no friends` = 6)"
271,pa7,Early adolescence scholastic performance,dbl+lbl,377,"c(`Exellent student(straight A)` = 0, `A and B,likely to pursue pst-secondary studies` = 1, `Good student(B -- post-secondary)` = 2, `Average student(B and C)` = 3, `Fair student (C)` = 4, `Failing some classes` = 5, `Failing all classes` = 6)"
272,pa8,Early adolescence adaptation to school,dbl+lbl,378,"c(`Good adaptation, enjoys school` = 0, `Like school, few discipline problems` = 1, `Faire adaptation,occasional discipline problems` = 2, `Sometimes truant` = 3, `Poor adaptation,dislikes school,frequent truancy` = 4, `Expelled from school` = 5, `Refuses to have anything to do with school-delinquency` = 6)"
273,pa9,Early adolescence social-sexual aspects,dbl+lbl,383,"c(`Started dating, ""healthy interest"" in opposite sex` = 0, `Attachment and interest in others` = 1, `Consistent deep interest in same sex attachments` = 2, `Casual same sex attachments,with attemptat opposite sex rela` = 3, `Casual contact with the same sex,no interes in opposite sex` = 4, `A loner, no or rare contacts with either boys or girls` = 5, `Antisocial,avoids and avoided by peers` = 6)"
274,pa10,Late adolescence sociability and withdrawl,dbl+lbl,436,"c(`Not withdrawn,seeks out social contacts` = 0, `mild withdrawal` = 2, `moderately withdrawn` = 4, `Unrelated to others,withdrawn and isolated` = 6)"
275,pa11,Late adolescence peer relationships,dbl+lbl,437,"c(`Many friends(more than 5),close relationships` = 0, `2-5 friends` = 1, `Close relationships with a few friends(1-2)` = 2, `Only casual friends` = 3, `Deviant friendship patterns` = 4, `Social isolate,no friends` = 6)"
276,pa12,Late adolescence scholastic performance,dbl+lbl,456,"c(`Exellent student(straight A)` = 0, `A and B,likely to pursue pst-secondary studies` = 1, `Good student(B -- post-secondary)` = 2, `Average student(B and C)` = 3, `Fair student (C)` = 4, `Failing some classes` = 5, `Failing all classes` = 6)"
277,pa13,Late adolescence adaptation to school,dbl+lbl,452,"c(`Good adaptation, enjoys school` = 0, `Like school, few discipline problems` = 1, `Faire adaptation,occasional discipline problems` = 2, `Sometimes truant` = 3, `Poor adaptation,dislikes school,frequent truancy` = 4, `Expelled from school` = 5, `Refuses to have anything to do with school-delinquency` = 6)"
278,pa14,Late adolescence social-sexual aspects,dbl+lbl,443,"c(`Always showed a ""healthy interest' in opposite sex,dating` = 0, `Dated regularly` = 1, `Always mixed closely with boys and girls` = 2, `Consistent deep interest in same sex attachments` = 3, `Casual same sex attachments,casual contact with both sexes` = 4, `Casual contact with the same sex,no interest in opposite se` = 5, `No desire to be with boys and girls` = 6)"
279,pa15,Adulthood sociability and withdrawl,dbl+lbl,580,"c(`Not withdrawn,seeks out social contacts` = 0, `mild withdrawal` = 2, `moderately withdrawn` = 4, `Unrelated to others,withdrawn and isolated` = 6)"
280,pa16,Adulthood peer relationships,dbl+lbl,580,"c(`Many friends(more than 5),close relationships` = 0, `2-5 friends` = 1, `Close relationships with a few friends(1-2)` = 2, `Only casual friends` = 3, `Deviant friendship patterns` = 4, `Social isolate,no friends` = 6)"
281,pa17,Adulthood social-sexual life,dbl,579,NULL
282,sap1_0,Auditory Hallucinations,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
283,sap2_0,Voices Commenting,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
284,sap3_0,Voices Conversing,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
285,sap4_0,Somatic or Tactile Hallucinations,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
286,sap5_0,Olfactory Hallucinations,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
287,sap6_0,Visual Hallucinations,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
288,sap7_0,Global Rating of Hallucinations,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
289,sap8_0,Persecutory Delusions,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
290,sap9_0,Delusions of Jealousy,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
291,sap10_0,Delusions of Guilt or Sin,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
292,sap11_0,Grandiose Delusions,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
293,sap12_0,Religious Delusions,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
294,sap13_0,Somatic Delusions,dbl+lbl,91,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
295,sap14_0,Delusions of Reference,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
296,sap15_0,Delusions of Being Controlled,dbl+lbl,96,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
297,sap16_0,Delusions of Mind Reading,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
298,sap17_0,Thought Broadcasting,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
299,sap18_0,Thought Insertion,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
300,sap19_0,Thought Withdrawal,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
301,sap20_0,Global Rating of Delusions,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
302,sap21_0,Clothing and appearance,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
303,sap22_0,Social and Sexual Behaviour,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
304,sap23_0,Aggresive and Agitated Behaviour,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
305,sap24_0,Repetitive or Stereotyped Behaviour,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
306,sap25_0,Global Rating of Bizarre Behaviour,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
307,sap26_0,Derailment,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
308,sap27_0,Tangentiality,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
309,sap28_0,Incoherence,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
310,sap29_0,Illogicality,dbl+lbl,91,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
311,sap30_0,Circumstanciality,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
312,sap31_0,Pressure of Speech,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
313,sap32_0,Distractible Speech,dbl+lbl,91,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
314,sap33_0,Clanging,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
315,sap34_0,Global Rating of Positive Formal Thought Disorder,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
316,sap1_1,Auditory Hallucinations,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
317,sap2_1,Voices Commenting,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
318,sap3_1,Voices Conversing,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
319,sap4_1,Somatic or Tactile Hallucinations,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
320,sap5_1,Olfactory Hallucinations,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
321,sap6_1,Visual Hallucinations,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
322,sap7_1,Global Rating of Hallucinations,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
323,sap8_1,Persecutory Delusions,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
324,sap9_1,Delusions of Jealousy,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
325,sap10_1,Delusions of Guilt or Sin,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
326,sap11_1,Grandiose Delusions,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
327,sap12_1,Religious Delusions,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
328,sap13_1,Somatic Delusions,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
329,sap14_1,Delusions of Reference,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
330,sap15_1,Delusions of Being Controlled,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
331,sap16_1,Delusions of Mind Reading,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
332,sap17_1,Thought Broadcasting,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
333,sap18_1,Thought Insertion,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
334,sap19_1,Thought Withdrawal,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
335,sap20_1,Global Rating of Delusions,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
336,sap21_1,Clothing and Appearrance,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
